system:index,1995-05-01_score_mean,1995-06-01_score_mean,1995-07-01_score_mean,1995-08-01_score_mean,1995-09-01_score_mean,1996-05-01_score_mean,1996-06-01_score_mean,1996-07-01_score_mean,1996-08-01_score_mean,1996-09-01_score_mean,1997-05-01_score_mean,1997-06-01_score_mean,1997-07-01_score_mean,1997-08-01_score_mean,1997-09-01_score_mean,1998-05-01_score_mean,1998-06-01_score_mean,1998-07-01_score_mean,1998-08-01_score_mean,1998-09-01_score_mean,1999-05-01_score_mean,1999-06-01_score_mean,1999-07-01_score_mean,1999-08-01_score_mean,1999-09-01_score_mean,2000-05-01_score_mean,2000-06-01_score_mean,2000-07-01_score_mean,2000-08-01_score_mean,2000-09-01_score_mean,2001-05-01_score_mean,2001-06-01_score_mean,2001-07-01_score_mean,2001-08-01_score_mean,2001-09-01_score_mean,2002-05-01_score_mean,2002-06-01_score_mean,2002-07-01_score_mean,2002-08-01_score_mean,2002-09-01_score_mean,2003-05-01_score_mean,2003-06-01_score_mean,2003-07-01_score_mean,2003-08-01_score_mean,2003-09-01_score_mean,2004-05-01_score_mean,2004-06-01_score_mean,2004-07-01_score_mean,2004-08-01_score_mean,2004-09-01_score_mean,2005-05-01_score_mean,2005-06-01_score_mean,2005-07-01_score_mean,2005-08-01_score_mean,2005-09-01_score_mean,2006-05-01_score_mean,2006-06-01_score_mean,2006-07-01_score_mean,2006-08-01_score_mean,2006-09-01_score_mean,2007-05-01_score_mean,2007-06-01_score_mean,2007-07-01_score_mean,2007-08-01_score_mean,2007-09-01_score_mean,2008-05-01_score_mean,2008-06-01_score_mean,2008-07-01_score_mean,2008-08-01_score_mean,2008-09-01_score_mean,2009-05-01_score_mean,2009-06-01_score_mean,2009-07-01_score_mean,2009-08-01_score_mean,2009-09-01_score_mean,2010-05-01_score_mean,2010-06-01_score_mean,2010-07-01_score_mean,2010-08-01_score_mean,2010-09-01_score_mean,2011-05-01_score_mean,2011-06-01_score_mean,2011-07-01_score_mean,2011-08-01_score_mean,2011-09-01_score_mean,2012-05-01_score_mean,2012-06-01_score_mean,2012-07-01_score_mean,2012-08-01_score_mean,2012-09-01_score_mean,2013-05-01_score_mean,2013-06-01_score_mean,2013-07-01_score_mean,2013-08-01_score_mean,2013-09-01_score_mean,2014-05-01_score_mean,2014-06-01_score_mean,2014-07-01_score_mean,2014-08-01_score_mean,2014-09-01_score_mean,2015-05-01_score_mean,2015-06-01_score_mean,2015-07-01_score_mean,2015-08-01_score_mean,2015-09-01_score_mean,2016-05-01_score_mean,2016-06-01_score_mean,2016-07-01_score_mean,2016-08-01_score_mean,2016-09-01_score_mean,2017-05-01_score_mean,2017-06-01_score_mean,2017-07-01_score_mean,2017-08-01_score_mean,2017-09-01_score_mean,2018-05-01_score_mean,2018-06-01_score_mean,2018-07-01_score_mean,2018-08-01_score_mean,2018-09-01_score_mean,2019-05-01_score_mean,2019-06-01_score_mean,2019-07-01_score_mean,2019-08-01_score_mean,2019-09-01_score_mean,2020-05-01_score_mean,2020-06-01_score_mean,2020-07-01_score_mean,2020-08-01_score_mean,2020-09-01_score_mean,hotplot,id,.geo
10,-2.247080564,,-0.15558584,0.065308645,,,-0.088244997,-1.098819613,-0.297682166,,-1.281890273,0.925551295,,,,0.349468738,,0.323712796,-4.829040051,0.534508526,,1.208640814,,0.779503167,0.926635861,,,,0.854307175,0.019938976,0.497096479,1.030988574,1.093695045,,1.298640251,-0.308730513,1.388709307,2.045942068,,1.346711159,,,1.14727509,0.62064147,,,0.296811432,0.236298367,-0.171562374,-4.161384106,-2.478201866,-1.803377271,0.637825966,,-0.268760711,-0.775839329,,-0.317797422,,-1.583132267,-0.92195797,0.498842239,,0.666311622,0.261262417,-0.146093801,2.856997967,1.100794792,0.148320571,0.33310312,2.093448162,1.727843285,0.622004926,0.706973016,-0.012903484,1.348083258,1.073583126,0.261563987,0.734611332,0.705222607,-1.178110838,-0.871696472,-0.358967543,,-0.046318375,,0.629025757,0.546346247,,0.271215975,-1.298213124,0.568387568,-0.706109464,-0.290102273,,-1.563035488,2.940223455,1.300866961,1.665274858,1.821383238,0.404057354,,,1.460091949,1.290425658,0.594043374,2.295165062,1.312324166,2.4462955,1.121887207,-0.906453431,-0.957265139,-2.2447083,-1.10245502,-1.837301731,-1.040573478,0.990313828,-0.049862448,,0.073228173,-1.185229421,0.212065637,0.493519396,-0.943314135,-0.390196204,-2.07401967,0.13836284,0.472407758,0.618541479,-0.461685866,1_40,17,"{""type"":""Point"",""coordinates"":[-72.38871206906138,42.31782324482682]}"
11,-2.317695856,,-1.796289444,-1.664633393,,,-1.697271824,-2.291149139,-1.381450415,,-1.08706224,-0.197111517,,,,0.811387002,,-0.369977832,-4.364029884,0.19210127,,1.662255645,,1.096217513,1.020172238,,,,0.908077538,0.553096652,1.225986719,1.928680778,1.631298542,,1.604455352,0.345268577,1.907028794,2.487783909,,1.62351203,,,1.067564249,0.780651391,,,0.570775747,0.190727547,0.418156326,,,-3.735795021,0.517330229,,-0.479301631,-0.883621931,,-0.077578321,,-0.870867848,-1.276307583,0.207636416,,0.35964489,-0.376634359,-0.368955046,2.626490116,0.753438294,-0.226865888,0.052527562,1.566253304,2.407296181,0.172576219,0.377071768,-0.712542474,1.104598999,1.00121367,0.427553833,0.306761593,0.473367065,-0.831160128,-0.128526583,0.07122086,,-0.01134494,,0.869752109,0.96350956,,0.594294667,-0.945135474,1.074413896,0.152989432,0.274848998,,-1.43625474,2.744616508,1.452934027,1.581314445,2.136987686,0.367408901,,,1.43443656,1.069959283,-0.36398226,2.02615881,0.89382571,1.945487618,0.555622399,-1.240934491,-0.828989506,-2.58843112,-1.244725823,-1.651833177,-1.132426858,0.421777606,-0.601346314,,0.440076083,-1.244736552,0.059494223,0.474995196,0.286321163,-0.662648439,-1.699008346,0.522834659,0.217318878,,-0.571736276,1_41,18,"{""type"":""Point"",""coordinates"":[-72.38921148837936,42.317809867523664]}"
12,-3.066961765,,0.061077699,0.431078136,,,0.169711158,-0.412850857,0.06070023,,-0.792696357,0.88771981,,,,0.660484135,,0.14152807,,0.237516493,,1.0869627,-2.427742243,0.485225052,-2.312839031,,0.854571342,,-0.286577642,-0.654292643,0.732922554,0.813792884,0.256229639,-1.080076694,0.236949399,-0.994311333,0.236091942,-0.346037298,,-0.378825814,0.213652819,,0.22381568,-0.889997125,,,-0.018544326,-0.18333225,-0.15819481,,-1.548289657,0.979842424,1.375243306,,-0.110279396,-0.26444003,1.516256571,-0.046760339,0.606669426,-0.321482003,1.740231514,2.32593751,,1.879344702,0.419797629,-0.041464269,0.928506672,1.324231863,0.012736415,-0.035060715,2.621738434,2.139996052,0.583995819,0.645858884,0.155373231,1.128425002,0.484512031,0.253271103,0.419764668,-0.67682761,-1.257514358,0.062406424,-0.217280403,0.069505379,-0.408600301,,,-0.329744756,0.455503017,-0.058577195,-2.118019104,-0.004601783,-2.637338638,-0.185639501,-0.487157851,-1.39101696,,0.68085742,,1.63237226,0.278761238,,-1.240973711,-1.178940535,-0.579134405,-0.655981302,-2.518774986,-4.326782227,-2.063798666,-2.591495275,-0.56602627,-1.226250172,-2.804715395,-2.106358767,-2.764991999,-0.48154667,,-1.118852139,,-1.587453127,0.413116127,0.495617032,0.359596312,0.329959393,-0.932596803,0.02747564,1.528271079,1.533219576,1.51017189,0.221535891,1_45,19,"{""type"":""Point"",""coordinates"":[-72.37071067810862,42.32046303265047]}"
13,-2.251485348,,0.341057092,0.693630993,,,1.616127133,0.330813885,0.828230739,,-0.06878984,1.72957778,,,,0.885394871,,0.833865881,,0.192005709,,1.732877016,-0.295739353,0.736400366,0.176967472,,1.027169108,,-1.445391417,-0.531934321,-0.151751593,0.589280963,0.285862803,-1.045804858,-0.210147753,-0.732250869,0.281539679,-0.601005673,,-0.1485098,0.271909237,,0.156106308,-0.810882509,,,-0.036833372,0.112779103,-0.321962625,,-1.39410305,1.033185244,1.55013454,1.933755398,0.173700526,0.471374035,2.00612092,0.758966625,1.037302256,0.171415567,1.147896051,1.320231915,2.267559767,1.987202048,0.926437497,-0.634044528,0.18940261,1.510962367,0.215624169,-0.252705485,2.079104185,1.921340466,-0.123451009,-0.066399202,-0.366637707,0.796963692,0.244183376,-0.339810818,,-0.428458899,-1.564567804,0.419670612,0.011263982,0.565932572,0.050789472,1.070924044,0.141108677,-0.307685763,0.244778052,-0.012173799,,,-1.182232976,0.13043645,0.148150295,-1.640178442,2.511626482,,1.136319637,1.137733936,-0.24492161,,-0.172499716,-0.542895794,0.592640638,-1.196948528,-2.092473745,-4.447434425,-1.614942193,-1.132552385,-0.599957645,-1.140224934,-2.573781729,-1.624572992,-2.482741594,-0.443810582,0.224418104,-0.525799334,,-1.696820736,0.444494814,0.514804363,0.437491089,0.297382206,-1.016421556,-0.065911971,1.84005928,1.797532678,1.186502934,-0.172848195,1_46,20,"{""type"":""Point"",""coordinates"":[-72.37066608709809,42.31851886459116]}"
14,-2.487841845,,-0.033963654,1.029315352,,,-0.211400762,-1.293344259,0.016121842,,-1.622892499,0.259327322,,,,-0.07795012,,-0.208446652,,,,1.399161577,0.807506502,0.339584917,1.440108657,,,,0.597300351,-0.360615522,-0.219840601,0.155431926,0.069045611,-1.583933353,0.884498954,-1.206837058,0.141223788,-1.128011584,,-0.204646513,1.187303185,,1.216452479,0.068520732,,,0.746381342,0.155731931,0.077733122,,,1.244181514,0.863331556,,0.527293563,-0.369202882,1.426352859,-0.037674513,1.073883891,-0.584265649,0.598438084,1.838179827,1.248254895,0.832940161,0.465362787,-1.12968111,0.618612051,0.837196231,-0.999861658,-1.281379223,0.305026799,0.794344008,-0.574275553,-0.046760168,0.369639903,0.398871452,0.252967656,-0.960839808,-0.254908711,-1.342413545,-1.79891479,0.020835914,-0.004829623,0.113751143,-0.264524877,,0.569905281,,,0.233429626,-1.479949594,,-0.608716607,0.16306527,1.089881897,-1.766242623,0.822255433,0.363053828,1.371161342,2.66146493,0.047522992,,1.031559825,1.919689894,1.908563614,-0.693566918,-1.585729361,-3.997362852,-1.554896355,-1.578000188,-0.130998299,-1.4340446,-1.962155342,-1.653913856,-2.182710171,-0.369229287,-1.374403954,-0.170241773,,-2.280095577,-1.076678038,0.788561225,-0.027303558,-0.305045992,-0.641220808,-0.90898174,1.298072457,1.675036907,,-0.792483389,1_47,21,"{""type"":""Point"",""coordinates"":[-72.37058136417807,42.314799974312585]}"
15,-2.536805868,,0.053526871,0.229147822,,,0.691726863,0.174659893,0.462290466,,-0.850612402,1.619980097,,,,0.291061968,,0.234564245,-0.96686697,-0.280621678,,1.587749243,,0.231617823,0.122096457,,,,-0.249110192,-0.629524648,0.143421486,0.857373178,0.625960469,0.621869862,0.702696145,-1.431421518,1.066689253,1.206009984,,0.745158732,,,0.574507892,,,,,0.176512018,0.410953701,,-2.753828526,0.701565802,0.56355983,,-0.047223754,-0.839874864,,-0.487910002,0.29081589,-1.266927123,-0.553343475,1.30004549,,0.690779507,0.754975617,0.148707867,2.47434783,1.323954821,0.496922046,0.163710162,1.847642422,,-0.121969812,0.292618394,-0.171833411,1.256348968,1.217385411,0.568129599,0.419638842,0.451889902,-1.503350735,-1.104487658,-0.301886439,,-0.684737861,,0.586417258,0.403729588,0.005698541,-0.200271636,-1.547155976,0.730686426,-0.224618345,-0.331616282,-3.054960728,-2.188630342,2.513441086,1.530102611,1.734304428,2.143201828,0.400734276,,,1.587295651,2.070391178,-0.837075472,1.746798277,1.166771293,0.784307122,1.07278192,-0.791347206,,-2.482128382,-1.831337214,-1.816277981,-0.603245914,0.373541027,-0.166027844,,,0.951505005,0.587797761,0.288970292,0.463411242,-0.967526138,-1.857347727,0.349199682,0.47848773,0.238976061,,1_50,22,"{""type"":""Point"",""coordinates"":[-72.38825278165288,42.315990554293855]}"
16,-2.755567551,,-0.23628284,0.158988029,,,0.346561372,-0.368162811,0.254671454,,-1.108973742,1.213455558,,,,0.394664496,,-0.283462882,,-0.61325413,,1.682338715,,0.597880781,-0.022857532,,,,1.226187587,-0.259796143,0.516259253,0.720634878,0.496582508,0.273073018,0.739789903,-1.276209831,0.694004178,0.457940102,,0.415808886,0.124136791,,0.564939022,,,,,0.06712912,0.56265378,,-3.03138566,-0.045419775,0.51891017,,-0.300370604,-1.83944869,,-0.299771488,0.392887056,-1.308039069,-0.36193046,1.660299659,,1.004829407,0.840465724,0.234485954,2.219112635,1.384692311,0.803696096,-0.03990294,2.491450787,,,0.534084737,0.005079483,1.540122032,1.228421569,0.672204494,0.476001889,0.340528727,-1.262022495,0.061376054,-0.172659174,,-0.629170001,,0.176555812,0.066544473,0.138938144,-0.371715665,-1.667058349,0.470420569,-1.059657454,-0.369814336,,-2.19947052,2.405759335,1.32056582,1.968799472,2.478404522,0.553102195,,,1.250752568,2.906341553,-1.550400972,1.246307611,0.129203483,0.031932987,0.717279911,-0.547984898,,-2.848987579,-1.688434124,-2.094920635,-0.90866375,-0.036311258,-0.971682191,,,0.277907372,-0.111559212,-0.386119515,-0.338599354,-1.252595067,-1.509317756,0.233969525,0.250526965,-0.015715308,,1_51,23,"{""type"":""Point"",""coordinates"":[-72.38510911541019,42.31533060733795]}"
17,-2.140757084,,-0.304806381,-0.040310822,,,0.668912947,-0.479444355,0.108843073,,-0.731864989,1.26351428,,,,0.532000721,,0.453343242,-4.267374516,0.175541133,,1.616729379,,0.46034807,0.231245175,,,,0.21705474,-0.276539892,0.134175733,1.240529776,0.804861486,,0.712952435,-0.83321321,1.026705861,1.70043838,,0.870962918,,,0.608666658,,,,,0.235163271,0.60914582,,-2.565165758,0.391588509,0.853032112,,-0.285325587,-1.544404387,,-0.161893487,0.874702454,-0.659006774,-0.906278253,0.823232055,,0.277374625,0.464091122,0.083980717,1.333126664,1.02839148,-0.475423068,-0.38799721,,,-0.540789902,0.563151002,-0.099923082,1.496529937,1.277438402,0.749904931,0.569309354,0.640983582,-0.893026769,0.227288559,0.202598527,,-0.108666636,,0.684293449,0.574741066,0.706742108,0.180693731,-1.240110397,0.855330229,0.368069202,0.092734985,-5.200829983,-1.891941071,2.170500278,1.489814401,1.586802125,1.741510272,0.552816749,,,1.199365735,1.597093463,-0.261685163,1.363729477,0.84095335,1.28620398,1.137299895,-0.516868472,,-1.96239543,-0.785187423,-1.069450259,-0.381796956,0.605212271,-0.202206343,,,0.527740598,0.406004727,0.143205762,0.309785634,-0.472676814,-1.982200265,-1.389410019,0.234730944,-0.224857688,,1_52,24,"{""type"":""Point"",""coordinates"":[-72.38993832185108,42.31574976283697]}"
18,-2.5728333,,-0.113639809,0.340588987,,,0.634484947,0.104073964,0.368276447,,-0.678956211,1.200813651,,,,1.390206814,,0.41047895,0.045259871,-4.064822197,,1.65574789,1.683030844,1.090721488,0.680165052,,,,,0.100263327,1.144611001,1.468852282,0.521036685,,1.140903473,-0.93439734,0.629717529,0.545057476,,0.736385226,,,0.170187503,,,,0.413766325,-0.115815461,0.741946876,-4.147636414,-2.453121662,0.418244123,0.6003865,,-0.158879653,-1.269558787,,-0.398681372,,-0.704674661,-0.159094661,1.148156524,,1.257279038,1.265583634,0.666107476,1.574841738,,0.686319113,0.341306001,,2.317036152,0.858774245,0.672962248,0.363257885,1.330077887,1.028587699,0.687962949,0.778686106,0.600050271,-1.09539032,-0.781022131,-0.468604684,,-0.532950103,,,-0.155432299,0.166251525,-0.248029172,-2.073368549,-0.205469593,-0.533809066,-0.356967866,,-1.3075248,2.328424931,2.039129734,2.08066082,2.063660383,0.631538272,1.407363772,,1.480719209,2.106021881,-1.783922315,1.465830326,1.067144394,1.707714558,1.389617085,-0.449343979,-0.97960943,-2.658363104,-1.512706518,-1.829972148,-0.234233096,0.589790344,-0.248533845,,,-0.258222103,0.391638666,-0.112910226,0.316271037,-0.369676858,-2.056491137,-0.096729398,0.236125767,-0.283488154,,1_54,25,"{""type"":""Point"",""coordinates"":[-72.39225705439887,42.31536182104532]}"
19,-2.678733349,,-0.218249723,-0.195505172,,,0.191658854,-0.546554863,-0.068460315,,-0.673973739,1.124447584,,,,1.111140013,,0.277008295,-1.477880955,,,1.479688168,1.756835818,0.416532308,0.32377848,,,,1.29685986,-0.309373915,1.161339045,1.151708841,0.611523867,0.146159261,0.700141311,-1.362856865,0.554392695,0.38350594,,0.319337815,,,0.004187778,-0.174142614,,,0.210530207,-0.424258083,-0.043736894,,-3.26201272,0.548182249,0.652510464,,-0.419930518,-0.643240631,,-0.281726152,0.630838096,-0.656086028,-0.197369754,1.359217286,,1.066979408,0.685610771,0.63738519,1.90585506,1.241240621,0.902558863,0.374693334,2.642957687,1.092097759,-0.453812212,0.443118334,-0.024818281,0.12424691,1.313187003,0.569607913,0.523907661,0.235699475,-1.14410007,-1.630413175,-0.659117103,,-0.977515042,,0.148562491,-0.15640381,-0.209037557,-0.571322501,-2.000394106,0.279865891,-1.184235573,-0.568989098,,-1.284097195,,1.753997684,2.070775747,2.314491749,0.946454287,,,1.805564046,2.268527269,0.293108702,2.385148764,1.621875882,1.600734711,1.338426471,0.105446197,-0.466057748,-2.101454973,-1.589245081,-1.776351333,-0.459561259,,0.134933114,,0.018211164,-0.046097752,0.65790379,0.287794322,0.574513555,-1.593472838,-1.856411338,0.454478025,0.457312822,0.015765175,-1.054988027,1_56,26,"{""type"":""Point"",""coordinates"":[-72.38976887601105,42.31333738916705]}"
0000000000000000001a,-2.456299782,,0.110009134,0.619921207,,,0.590899169,-0.493478686,0.438809752,,-1.054714322,0.97265631,,,,0.143770739,,0.39865908,,-0.01625428,,1.817116261,,0.820411444,0.529832661,,,,0.204448014,0.005557982,0.125912845,0.155479833,0.568388939,0.139147803,0.552945673,-1.025820613,1.141911387,0.385106832,,0.236116439,0.136321649,,0.709815443,-0.459150165,,,0.702231765,0.288275272,-0.095638894,,-2.467955589,0.654225469,0.795651257,,-0.404271483,0.027351558,,-0.59623915,0.681316853,-0.747190714,1.266052604,1.394321203,,0.87706995,0.815441668,0.082001396,1.44829011,1.331210017,0.807394147,0.150452659,2.105811119,2.80286026,,0.799558222,0.173315331,-0.172541663,0.961880505,0.276223958,,-0.852189898,-1.552080393,,-0.199570194,0.089665942,-0.361959219,,0.520878673,-0.104361221,0.228830978,-0.198034823,-2.259696722,,-0.242034346,-0.153562695,,-1.799103856,-7.128873825,,0.917235553,1.246154666,0.318180501,,1.7018013,0.888121545,1.661265731,0.041858155,0.886820138,-0.782316029,-1.410357594,-0.427921295,-0.061524369,-0.294438183,-1.73914206,-1.443835139,-1.536577225,-0.312583715,0.234170958,-0.722970307,,-1.184704781,0.026392614,0.332398146,0.387878686,-0.551340044,-1.760411859,-1.161294937,0.352715999,1.028712034,0.749189734,-0.18634434,1_65,27,"{""type"":""Point"",""coordinates"":[-72.37719867014138,42.311433353017236]}"
0000000000000000001b,-3.093869448,,0.250723243,0.439595014,,,-9.21E-04,-0.238420084,0.219917253,,-0.895648122,1.106123686,,,,0.971449435,,0.394265682,,-0.200351208,,1.594433904,,0.774014711,0.282634556,,,,1.673497558,-0.248308644,0.774651587,-0.923070192,0.441726863,0.419146627,0.420738429,-0.705596805,0.758255959,0.202033058,,0.244282365,0.146902725,,0.277382374,-0.791069031,,,0.368302852,-0.03592433,-0.597152829,,-2.09494853,0.74351716,0.533915222,,-0.263745993,0.320778072,0.809384704,-0.017867191,0.603398919,-0.743530869,1.100220084,1.757413149,-0.18569988,0.506233275,0.528455794,0.33260417,1.358083963,1.456182957,-0.112245165,-0.049521178,1.834038496,1.967730761,0.842638135,0.018472973,-0.44375357,1.101172924,0.303163201,0.25864628,0.178852782,-1.283789515,-1.55115366,,-0.635516465,-0.401066422,,,0.008540097,-0.311821818,0.096760608,-0.715000927,-2.401218414,0.158963665,-2.136329412,-0.467095584,,-1.635778666,0.376381516,1.125376582,1.283481717,1.778684139,,,1.927970409,1.411416292,1.094384313,1.145484447,1.138971925,0.163076594,-0.958129942,0.416247845,-0.546527147,-2.242457628,-2.637009382,-2.735158443,-1.823889613,-0.728417635,0.213490188,-0.273351818,-0.273252994,-0.72689569,0.067191832,0.278990746,0.262488604,-0.178652883,-0.339272588,-1.62555635,-0.007942337,0.045415547,-0.024061583,-0.373730808,1_67,28,"{""type"":""Point"",""coordinates"":[-72.38018180874614,42.30995739056854]}"
0000000000000000001c,-2.842782259,,-0.356417567,0.294485033,,,-0.068313397,-0.797581792,0.046253368,,-1.27050972,0.642571867,,,,0.134034768,,-0.162513793,,-0.63345927,,1.465893269,,0.828413308,0.410580188,,,,,-0.423499048,1.09363699,1.318915129,0.576183796,0.689167142,0.78554666,-0.441960424,0.896580517,0.302532494,,0.231769755,0.141071752,,0.643790722,-0.587765634,,,-0.016912902,-0.196828514,-0.452061117,,-3.033471346,0.580284178,0.902233481,,-0.590131223,-0.523180008,-0.37993753,-0.565299809,0.54397589,-1.187122583,1.230650783,1.702126861,-0.581300318,1.137029886,0.731230199,-0.029760463,1.666296721,,0.038391959,0.041848574,2.044117212,2.385982752,1.247313023,1.018507361,0.293758899,1.481233716,0.687674582,0.51023519,0.814425766,-0.789090991,-1.723315358,-2.357782602,-0.621421456,-0.289702207,-0.946835101,,-0.356721997,-0.773156524,-0.144136369,-0.500281632,-2.453525543,-0.701287985,-2.766936779,-0.301896006,-0.053498905,-1.818899274,-8.413440704,1.089460254,1.496813893,1.602940321,0.647219121,2.574338675,-6.148987293,1.935230136,2.186598063,1.742091298,1.316699862,-0.29446274,-1.26333034,-0.574790299,0.188244492,-2.074628115,-2.012027264,-5.048864365,-2.053635836,-1.191505194,-1.31828022,-1.711589336,-3.185431004,-1.571309686,-0.323897898,0.637439609,0.641578317,-0.059964493,-0.53791517,-1.165125728,0.932439983,0.862925231,0.526688933,-0.540887952,1_69,29,"{""type"":""Point"",""coordinates"":[-72.37793888091626,42.308508182726165]}"
0000000000000000001d,-2.88783741,,-0.414063931,0.130264074,,,0.098453753,-0.579320431,-0.073102206,,-1.245701551,0.713533998,,,,0.780501306,,0.039249685,,-3.355279207,,2.153423309,1.200637579,0.697254002,0.531309128,,,,0.411044955,-0.010542794,0.324098319,0.452640086,0.573860705,0.398272187,0.570943236,-1.23767364,0.752596259,0.18676281,,0.370326579,0.438477755,,0.353405356,,,,,0.014662151,-0.149221733,,-2.593599319,1.250678301,,,0.416646093,0.257645816,1.686658263,0.070608191,0.592284143,-0.287866265,1.262963176,2.076528072,1.549058557,1.194901943,1.112307549,-0.324142426,0.844482839,1.066919565,-0.164177716,-0.413945228,2.047029734,,,0.565253675,0.068536639,0.886155009,0.310007006,-0.22865212,0.337426364,-0.570171654,-1.422394037,0.071338475,-0.529969156,-0.109015338,-0.368678868,,-0.173904702,-0.367928386,0.059290908,0.066318914,-2.071091413,0.52485919,-2.058923721,0.098247029,-0.516701698,-1.712760806,2.55258131,0.67007947,0.969824433,1.363647223,-0.061118815,,,1.315501571,1.731040835,-0.834484935,-1.38528204,-4.214936256,-2.767396688,-1.491549373,-0.93750453,-1.021667719,-2.447608948,-1.897352219,-1.935259342,-1.025964379,-0.133120224,-0.896004677,,,,0.34847185,0.328345239,-0.388790846,-1.648084879,-0.976892114,1.193939567,1.540682793,,0.029988319,1_71,30,"{""type"":""Point"",""coordinates"":[-72.37496020141255,42.314251504883]}"
0000000000000000001e,-3.174862146,,-0.442494333,0.291834593,,,0.195866197,-0.69088459,0.0455174,,-1.036462665,0.835549653,,,,0.769162416,,-0.045413472,,-4.905875206,,2.138854504,1.639761448,0.967728674,0.541145384,,,,0.603640378,0.250305057,0.490742117,0.527746499,0.313200086,0.603390396,0.873354852,-0.851973534,0.465289652,0.025709582,,0.450566351,0.249550715,,0.255335093,,,,,-0.431900024,-0.086103193,,-2.40025568,0.87143755,0.74250102,,0.023071406,-0.808657408,1.448411584,-0.194343239,0.886717737,-0.372095734,1.349978685,1.78604269,1.592247486,0.739911854,0.956325829,-0.077693805,0.808108211,0.91059196,-0.118048355,-0.312114507,2.518802881,,0.487864107,0.841709852,0.179343715,1.09306252,0.3227368,0.017698482,0.411773831,-0.642805696,-1.007758737,0.505325317,-0.253203899,0.273192316,-0.563210845,,-0.014877002,-0.583762586,0.181892201,-0.362804532,-2.207007885,0.317032248,-2.53610301,0.079903737,-1.191970944,-2.938892126,2.222429991,0.492006928,0.963462651,0.698168457,0.095388904,,,0.220126107,1.894227862,-0.874049485,-1.423979878,-4.498240948,-2.496863365,-1.677014947,-0.638420045,,-2.432761908,-1.822270751,-2.202184439,-0.461744249,0.004914157,-0.692334592,,,,0.234097302,0.286559075,-0.237826049,-1.713788033,-0.805515945,1.358676434,1.471040845,1.154657245,,1_72,31,"{""type"":""Point"",""coordinates"":[-72.3750984335452,42.313761003767134]}"
